email,senha,nome,sobrenome,cep,endereco,numero,complemento,cidade,apelido cartao,pan,dataexp,cvv,cpf
amadeus.pera@gmail.com,d4e25e,Amadeus,Pera,433485786,Marechal Antonio da Meneghel Andrade,1864,Casa,Salvador,VISA teste,4335590336821060,0926,551,81754650877
jorge.shinohata@bol.com.br,ea6561,Jorge,Shinohata,161103126,Marechal Espírito Santo,559,Ap. 34,Aracaju,VISA teste,4532363978094440,1224,566,00855622648
eduarda.kawasaki@gmail.com,5d9f51,Eduarda,Kawasaki,665851757,Presidente Mariana de Kniss Ameixa,1477,Ap. 72,Porto Seguro,VISA teste,4716701562115260,0123,106,66173606452
eloisa.vicente@gmail.com,2e8f4c,Eloisa,Vicente,326001755,Coronel Denise Moreira Krajuska,958,Ap. 164,Santa Maria,VISA teste,4976757338039160,0427,834,67664878352
isabella.pera@gmail.com,8475eb,Isabella,Pera,422427570,Marechal Alagoas,754,Ap. 194,Divinópolis,VISA teste,4716562197795430,1026,631,77542444605
caio.schumacher@outlook.com,0a4134,Caio,Schumacher,284402885,Coronel Ada de Sousa Kovalski,1406,Ap. 31,Palotina,VISA teste,4696748315340670,1026,241,47464276856
maria.calopsita@gmail.com,727ccf,Maria,Calopsita,882811704,Presidente Marcus Olini Lopes,738,Ap. 115,Campo Largo,VISA teste,4024007197272590,0324,065,11055054030
andré.campos@bol.com.br,5405da,André,Campos,201546220,Marechal Eduardo Dencker Gil,1484,Ap. 20,Rio de Janeiro,VISA teste,4521376862999770,0425,244,83608774752
enzo.dencker@gmail.com,3bc61e,Enzo,Dencker,636242530,Marechal Carolina Rodrigues Starosta,852,Casa,Curitiba,VISA teste,4556088207095900,1123,898,44712084332
sandra.krajuska@outlook.com,a4e2ca,Sandra,Krajuska,337266821,Coronel Luis Martins Queiroz,1319,Casa,Porto Alegre,VISA teste,4716893701963590,0023,463,26515532482
roberto.gomes@outlook.com,0d9a74,Roberto,Gomes,361031073,Marechal Dante de Krajuska Martins,1609,Ap. 23,Maceió,VISA teste,4385633010474160,0424,991,04313581272
renan.calopsita@outlook.com,be1a21,Renan,Calopsita,572686687,Marechal Alan Sousa Pedri,273,Ap. 18,Rio de Janeiro,VISA teste,4539427893238230,1026,979,87237865648
roberto.olini@bol.com.br,ea0a7d,Roberto,Olini,367418701,Presidente Eduardo Souza Harres,1438,Casa,Itapoá,VISA teste,4539607232753970,0122,879,24878402586
dante.kniss@outlook.com,5533ba,Dante,Kniss,444176308,Coronel Sandra da Ameixa Iboshi,1902,Casa,Florianópolis,VISA teste,4716727746384760,0323,945,81073521256
ada.calopsita@bol.com.br,3dfc8e,Ada,Calopsita,646614737,Presidente Silvana Martins Iboshi,739,Ap. 165,Curitibanos,VISA teste,4024007158604070,0421,328,07142473114
thiago.pereira@outlook.com,b9fc31,Thiago,Pereira,705553751,Coronel Emerson de Yamada Ameixa,1472,Casa,Cuiabá,VISA teste,4486358146464070,1025,703,62500777588
andré.pedri@gmail.com,3e6450,André,Pedri,754784314,Coronel Júlia Andrade Moreira,1451,Ap. 44,Monte Alegre do Sul,VISA teste,4532700760668480,0322,975,53546835063
elaini.calopsita@bol.com.br,0a4973,Elaini,Calopsita,637314571,Presidente Alfredo Gil Rodrigues,1809,Casa,Porto Alegre,VISA teste,4916115095657250,0322,773,77742788455
andré.kovalski@outlook.com,5c9741,André,Kovalski,353205588,Presidente Antonio da Strozzi Iboshi,1062,Casa,Curitibanos,VISA teste,4916213185972400,1029,612,57384544750
enzo.meneghel@outlook.com,4b5747,Enzo,Meneghel,712475036,Presidente Silvana Gomes Iboshi,1013,Casa,Porto Alegre,VISA teste,4532690832670210,0626,531,12218215113
elaini.martins@bol.com.br,872da8,Elaini,Martins,708004723,Coronel Amadeus da Dencker Sousa,1306,Casa,Porto Alegre,VISA teste,4929359352609190,0921,433,60667237608
denise.lopes@bol.com.br,3c1fb3,Denise,Lopes,875158688,Marechal Paraná,1693,Ap. 49,Campo Largo,VISA teste,4556698145021480,0426,544,54274037656
ada.kruger@bol.com.br,5bf3db,Ada,Kruger,232133061,Marechal Isabella Calopsita Queiroz,1915,Casa,Curitiba,VISA teste,4532548634955770,0726,373,30545737317
thiago.iboshi@outlook.com,5cddfc,Thiago,Iboshi,227545348,Presidente Bahia,45,Casa,Cuiabá,VISA teste,4259990382367620,1125,632,81254828150
emerson.strozzi@outlook.com,6de727,Emerson,Strozzi,132315265,Coronel Luna Starosta Kawasaki,1622,Ap. 31,Vitória,VISA teste,4024007133649200,0728,286,51412674310
antonio.strozzi@bol.com.br,0f986e,Antonio,Strozzi,646862502,Marechal Luna Pedri Franco,909,Casa,Manaus,VISA teste,4228832840078810,0127,864,48441886528
alan.starosta@outlook.com,293d82,Alan,Starosta,213603178,Coronel Fernando da Pereira Pedri,124,Casa,Curitiba,VISA teste,4929395236035590,0726,470,41111840530
roberto.padovani@gmail.com,53052e,Roberto,Padovani,532576321,Marechal Aline da Schumacher Megumi,796,Casa,Cuiabá,VISA teste,4539021070974810,0825,132,01640155680
mariana.kruger@outlook.com,8193cc,Mariana,Kruger,148127342,Marechal Eduarda Yamada Gomes,1738,Ap. 132,São Paulo,VISA teste,4024007109119400,0325,188,08112338753
eduardo.kawasaki@outlook.com,d5aff5,Eduardo,Kawasaki,257061858,Marechal José Martins Yamada,558,Ap. 60,Porto Seguro,VISA teste,4486340240069900,1222,046,48340314604
roberto.kniss@gmail.com,4d5eff,Roberto,Kniss,872317014,Coronel Luna de Martins Kovalski,1765,Casa,Belém,VISA teste,4024007143437270,0628,099,05332804571
renan.moreira@outlook.com,f8c44d,Renan,Moreira,834468046,Marechal Paraná,713,Casa,Vitória,VISA teste,4916704607364260,0629,966,40122504387
emerson.ameixa@gmail.com,5c113f,Emerson,Ameixa,456050044,Presidente Marcus de Cremonezi Olini,824,Casa,Nova Serrana,VISA teste,4532555471287420,0428,450,22447564152
andré.gil@outlook.com,9a6956,André,Gil,717520746,Marechal Espírito Santo,1256,Casa,Campo Largo,VISA teste,4532605358435640,0427,763,14475120675
livia.franco@outlook.com,4789f8,Livia,Franco,732025552,Marechal Denise Dudeque Gomes,758,Ap. 193,Maceió,VISA teste,4916518920892580,0723,910,03005354806
thiago.yamada@outlook.com,1cf934,Thiago,Yamada,188442746,Marechal Alagoas,1525,Ap. 152,São Paulo,VISA teste,4486470801598880,0724,455,77055662565
marcos.schumacher@bol.com.br,ddde68,Marcos,Schumacher,884033028,Presidente Daniel Barreto Krum,99,Casa,Santa Maria,VISA teste,4916218081701330,0227,509,73087506570
roberto.kovalski@outlook.com,49c93a,Roberto,Kovalski,641748763,Presidente André Handa Kawasaki,1869,Casa,Florianópolis,VISA teste,4116985537717300,1024,652,27805642631
mariana.calopsita@gmail.com,5ebd3e,Mariana,Calopsita,374823041,Coronel Guilherme Calopsita Starosta,804,Ap. 195,Porto Alegre,VISA teste,4486023543779020,0622,162,61604437261
luna.moreira@outlook.com,32cdcd,Luna,Moreira,537822678,Presidente Amadeus Starosta Pedri,831,Ap. 104,Salvador,VISA teste,4532060440805460,0723,020,74254573733
fernando.lopes@gmail.com,0d462f,Fernando,Lopes,683003670,Marechal Fernando da Queiroz Sousa,761,Casa,Nova Serrana,VISA teste,4916104665641970,0429,343,86147237440
mariana.campos@gmail.com,46188c,Mariana,Campos,651765174,Marechal Sandra Lopes Yamada,5,Casa,Curitibanos,VISA teste,4024007169782860,0325,898,80660442128
alan.lopes@outlook.com,00cc33,Alan,Lopes,831600174,Marechal Sergipe,1631,Casa,Belém,VISA teste,4929489145557120,0428,982,36116660221
luiz.ameixa@bol.com.br,f5b3e2,Luiz,Ameixa,306525476,Presidente Rio de Janeiro,1454,Casa,Porto Alegre,VISA teste,4532992644114310,0329,974,07564742833
eduarda.megumi@outlook.com,f8d909,Eduarda,Megumi,523241013,Presidente Livia de Shinohata Dudeque,1149,Ap. 170,Belém,VISA teste,4716192139765120,0229,323,55820633281
antonio.maruffa@outlook.com,16fbf1,Antonio,Maruffa,215417823,Presidente Livia Kniss Pedri,1622,Ap. 151,Nova Serrana,VISA teste,4556995531477990,0225,077,54862123370
antonio.lopes@outlook.com,75f9e8,Antonio,Lopes,742783286,Coronel Ossian Barreto Harres,1632,Casa,Campo Grande,VISA teste,4929558836301640,0528,322,21478121438
eduarda.shinohata@outlook.com,2eafa7,Eduarda,Shinohata,043048646,Marechal Luiz Andrade Dudeque,1074,Casa,Itapoá,VISA teste,4811200852105040,0229,032,45528574564
natalie.pereira@outlook.com,cd5e47,Natalie,Pereira,473285334,Marechal Ossian da Rodrigues Queiroz,1504,Ap. 198,Itapoá,VISA teste,4916593234563490,1129,661,33525613672
mariana.gil@outlook.com,4b852b,Mariana,Gil,730067424,Marechal Mato Grosso do Sul,1242,Casa,Campo Largo,VISA teste,4486312763003520,0324,380,56640551773
sandra.kovalski@bol.com.br,6321e8,Sandra,Kovalski,884165261,Coronel Guilherme Shinohata Yamada,668,Casa,Palotina,VISA teste,4556774606076310,1125,588,05065707552
fernando.franco@bol.com.br,071a57,Fernando,Franco,083547803,Coronel Espírito Santo,201,Ap. 89,Florianópolis,VISA teste,4479479798780620,0129,192,83417512174
andré.gil@outlook.com,9a6956,André,Gil,553603334,Presidente Natalie da Harres Dudeque,544,Casa,Porto Seguro,VISA teste,4929568674517010,0224,058,72601154451
silvana.dudeque@outlook.com,8cdc09,Silvana,Dudeque,112358330,Presidente Alan Calopsita Krajuska,1851,Ap. 41,Monte Alegre do Sul,VISA teste,4486025712502060,0025,735,35757278767
elaini.lopes@gmail.com,da811a,Elaini,Lopes,771080715,Presidente Júlia Dencker Shinohata,1032,Casa,Campo Grande,VISA teste,4556599435824500,0328,341,24641175677
fernando.souza@outlook.com,d81d2c,Fernando,Souza,342655753,Presidente Enzo Queiroz Megumi,1453,Ap. 75,Florianópolis,VISA teste,4024007167612560,0325,903,48031370783
alan.krajuska@outlook.com,5d50f9,Alan,Krajuska,327105651,Coronel Sergipe,524,Ap. 34,Curitibanos,VISA teste,4916955745311720,0225,030,88224220410
livia.kruger@outlook.com,663a4c,Livia,Kruger,650052447,Marechal Eduarda Rodrigues Megumi,1219,Ap. 173,Salvador,VISA teste,4539448806887850,0522,619,42888435647
natalie.souza@outlook.com,be5155,Natalie,Souza,036016110,Presidente Marcos Campos Pedri,305,Casa,Campo Largo,VISA teste,4539615562824390,0125,945,84088333057
aline.barreto@outlook.com,3ba025,Aline,Barreto,267385526,Coronel Alan da Schumacher Kruger,1703,Ap. 15,Cuiabá,VISA teste,4929054837594160,0722,024,58857243378
luis.kruger@bol.com.br,bc7dc6,Luis,Kruger,218481441,Presidente Eduarda de Rodrigues Iboshi,1379,Casa,Curitibanos,VISA teste,4916037479527470,0723,400,21342688302
mariana.gomes@gmail.com,a9c76a,Mariana,Gomes,360604241,Coronel Espírito Santo,1117,Ap. 115,Florianópolis,VISA teste,4716675715494720,0628,288,67735783720
josé.pereira@outlook.com,348e83,José,Pereira,563475428,Marechal José Souza Dudeque,1458,Casa,Divinópolis,VISA teste,4539422460514740,0028,140,57476533426
laura.yamada@outlook.com,d212f7,Laura,Yamada,274471367,Presidente Daniel de Kawasaki Calopsita,1584,Casa,Maceió,VISA teste,4532533697755140,0521,170,34307365618
carolina.starosta@bol.com.br,ea2512,Carolina,Starosta,855871466,Marechal Carolina Lopes Shinohata,1337,Ap. 170,Curitiba,VISA teste,4716448475275330,0627,189,62856667678
marcos.meneghel@outlook.com,f1091d,Marcos,Meneghel,470067345,Marechal Alan Barreto Meneghel,305,Casa,Santa Maria,VISA teste,4024007168456160,0025,926,48744406813
eloisa.vicente@bol.com.br,2e8f4c,Eloisa,Vicente,285287173,Presidente Bahia,51,Ap. 179,Itapoá,VISA teste,4556160609485650,0924,553,81383475386
daniel.pera@bol.com.br,95ba0d,Daniel,Pera,425238771,Marechal Roberto Dencker Gomes,788,Casa,Maceió,VISA teste,4916732882522100,0522,414,54463745836
roberto.strozzi@outlook.com,de5db2,Roberto,Strozzi,878376576,Marechal Guilherme Padovani Kniss,1235,Ap. 171,Nova Serrana,VISA teste,4024007101588380,1229,733,12045542751
mariana.krum@bol.com.br,941c2a,Mariana,Krum,543040727,Presidente Sergipe,1503,Ap. 172,Aracaju,VISA teste,4539653009876620,0525,535,03113752342
pedro.schumacher@bol.com.br,0bc3ce,Pedro,Schumacher,201258578,Coronel Minas Gerais,1227,Ap. 34,Curitibanos,VISA teste,4024007183088730,0427,024,42334036452
ossian.shinohata@bol.com.br,a341dd,Ossian,Shinohata,031351313,Presidente Ada Gomes Pereira,1740,Ap. 149,Cuiabá,VISA teste,4486994792702280,1228,029,31887038457
sílvio.gomes@gmail.com,048543,Sílvio,Gomes,685001206,Marechal Elaini Campos Yamada,1121,Ap. 122,Nova Serrana,VISA teste,4556097685556670,1127,870,74778836377
mariana.cremonezi@gmail.com,c4d812,Mariana,Cremonezi,501275061,Coronel José de Handa Martins,696,Ap. 158,Campo Largo,VISA teste,4716112464421630,0823,256,23034528575
eduarda.ameixa@outlook.com,640d40,Eduarda,Ameixa,275141185,Marechal Amadeus Harres Handa,575,Ap. 120,Cuiabá,VISA teste,4486466592792020,0529,222,12244118630
amadeus.cremonezi@outlook.com,e38bd9,Amadeus,Cremonezi,432533143,Coronel Caio Krajuska Krum,1858,Casa,Aracaju,VISA teste,4916965360967930,0825,602,42611366607
thiago.rodrigues@outlook.com,f0772b,Thiago,Rodrigues,406234601,Presidente Livia de Strozzi Cremonezi,170,Casa,Vitória,VISA teste,4486526368728250,1129,729,02571876665
renan.olini@gmail.com,334a76,Renan,Olini,270568005,Marechal André de Queiroz Cremonezi,692,Casa,Campo Grande,VISA teste,4916460462799480,1026,248,33880877358
emerson.shinohata@gmail.com,ec943c,Emerson,Shinohata,805172655,Marechal Silvana Rodrigues Olini,1427,Ap. 84,Rio de Janeiro,VISA teste,4532115277517970,0026,771,40123455740
carolina.dudeque@outlook.com,03be16,Carolina,Dudeque,766013855,Marechal Elaini da Gomes Strozzi,1265,Casa,Palotina,VISA teste,4532316568628150,0425,702,72512521346
emerson.shinohata@outlook.com,ec943c,Emerson,Shinohata,016585872,Coronel Denise Pereira Olini,90,Casa,Porto Seguro,VISA teste,4486492163454340,1223,991,72406878538
renan.queiroz@outlook.com,7cfbaf,Renan,Queiroz,165240203,Marechal Marcos Lopes Dudeque,1435,Ap. 61,Vitória,VISA teste,4024007131939820,0929,866,54754447617
laura.kovalski@bol.com.br,c3e3bb,Laura,Kovalski,056748571,Presidente José Pereira Meneghel,1814,Casa,Rio de Janeiro,VISA teste,4929984899739160,1022,635,10803010328
renan.iboshi@outlook.com,105a3f,Renan,Iboshi,464656863,Marechal Ossian de Krajuska Cremonezi,859,Ap. 112,Manaus,VISA teste,4486407589523090,0629,369,13153548175
denise.kruger@outlook.com,2eee2e,Denise,Kruger,351478115,Coronel Mato Grosso,1809,Ap. 98,Belo Horizonte,VISA teste,4024007199681630,0229,780,32458877377
marcus.harres@bol.com.br,e50fa1,Marcus,Harres,084805344,Marechal Mariana Calopsita Gil,621,Casa,Campo Largo,VISA teste,4556261098223230,1029,672,81867166284
sílvio.queiroz@bol.com.br,f39cfd,Sílvio,Queiroz,587286414,Presidente Ada Lopes Pereira,111,Ap. 151,Porto Seguro,VISA teste,4556453469154770,0521,005,26553550584
livia.souza@outlook.com,59ab6b,Livia,Souza,613732283,Marechal Mariana de Sousa Martins,327,Ap. 4,Florianópolis,VISA teste,4024007146396670,1227,102,14428818118
marcos.dencker@outlook.com,08d6cc,Marcos,Dencker,785530261,Presidente Santa Catarina,1863,Ap. 40,Florianópolis,VISA teste,4486580888417870,0723,833,26385125373
denise.lopes@gmail.com,3c1fb3,Denise,Lopes,068620421,Marechal Isabella de Dudeque Barreto,246,Casa,Salvador,VISA teste,4916220762798320,0029,225,52248307053
luna.gil@bol.com.br,0c5618,Luna,Gil,234672216,Marechal Eduarda Gomes Pera,642,Ap. 70,Itapoá,VISA teste,4929468391030300,0726,005,82712300808
emerson.kniss@outlook.com,259488,Emerson,Kniss,763037631,Presidente Eloisa Olini Gallice,50,Ap. 4,Rio de Janeiro,VISA teste,4024007133131770,0921,575,61385747265
carolina.franco@bol.com.br,1794b3,Carolina,Franco,146668343,Presidente Natalie de Campos Strozzi,1149,Ap. 79,Florianópolis,VISA teste,4556064452356370,1121,502,45220372442
caio.pereira@bol.com.br,196913,Caio,Pereira,803606034,Presidente Thiago de Kniss Sousa,727,Ap. 158,Monte Alegre do Sul,VISA teste,4916670448777980,1224,378,70267274732
laura.starosta@outlook.com,ced8b7,Laura,Starosta,568244838,Coronel Ada de Kniss Kniss,1395,Ap. 173,Cuiabá,VISA teste,4716706332715560,0727,080,82622040683
carolina.gallice@outlook.com,a1b572,Carolina,Gallice,302337857,Marechal Sergipe,1871,Ap. 177,Manaus,VISA teste,4532696151128400,0522,135,54220186655
jorge.iboshi@bol.com.br,3fe6c2,Jorge,Iboshi,268055805,Marechal Pedro de Vicente Andrade,559,Casa,Itapoá,VISA teste,4486009996454220,0528,665,81708026838
ossian.iboshi@bol.com.br,8e6c47,Ossian,Iboshi,128240252,Presidente Elaini de Pera Handa,697,Casa,Aracaju,VISA teste,4532420237861170,1026,232,13501642170
eloisa.olini@outlook.com,fd0c15,Eloisa,Olini,787687441,Presidente Santa Catarina,1513,Ap. 10,Curitibanos,VISA teste,4916380850587270,0822,620,73780260883
luna.olini@outlook.com,930c18,Luna,Olini,243551121,Presidente Amadeus da Schumacher Queiroz,82,Casa,Divinópolis,VISA teste,4486340069708610,0221,656,48338655031
maria.kovalski@gmail.com,da6b1d,Maria,Kovalski,043022632,Coronel Roberto de Megumi Yamada,1363,Ap. 171,Vitória,VISA teste,4539410523915090,0623,299,08840021075
emerson.meneghel@outlook.com,41aada,Emerson,Meneghel,148446271,Presidente Pedro Souza Franco,1988,Ap. 109,Divinópolis,VISA teste,4556060613983820,0923,513,86583332838
emerson.andrade@gmail.com,609986,Emerson,Andrade,746432723,Marechal Amadeus Shinohata Padovani,369,Ap. 135,Cuiabá,VISA teste,4929514227068200,0525,815,88323072156
amadeus.schumacher@gmail.com,6b0329,Amadeus,Schumacher,533867748,Presidente Roberto da Padovani Lopes,441,Ap. 109,Porto Seguro,VISA teste,4929011161509400,0622,724,33178258743
guilherme.ameixa@outlook.com,58b2e9,Guilherme,Ameixa,026152281,Presidente Sílvio de Yamada Barreto,1401,Ap. 180,Florianópolis,VISA teste,4716620530747010,0227,978,01720626043
eduarda.handa@outlook.com,78497a,Eduarda,Handa,886617874,Marechal Pará,1194,Casa,Campo Largo,VISA teste,4539061035243200,0329,206,33185820061
fernando.meneghel@bol.com.br,228abf,Fernando,Meneghel,474874833,Marechal André da Kniss Sousa,636,Ap. 124,Belém,VISA teste,4556980916883500,0226,146,13227214244
luna.moreira@outlook.com,32cdcd,Luna,Moreira,675355273,Marechal Minas Gerais,1213,Ap. 21,Curitiba,VISA teste,4486970650409130,0824,722,82221646651
edson.gomes@bol.com.br,d534e1,Edson,Gomes,534667271,Presidente Bahia,284,Ap. 45,Rio de Janeiro,VISA teste,4959684934287700,0228,961,24208146156
laura.shinohata@gmail.com,91eb2b,Laura,Shinohata,465607260,Marechal Isabella Harres Andrade,850,Casa,Aracaju,VISA teste,4532477661560150,0323,317,16232868224
luna.calopsita@outlook.com,4781ac,Luna,Calopsita,071557406,Marechal Sandra Olini Vicente,367,Ap. 51,São Paulo,VISA teste,4024007105924580,0422,477,44276647761
guilherme.campos@bol.com.br,c1f552,Guilherme,Campos,021748600,Marechal Rio de Janeiro,295,Casa,Manaus,VISA teste,4532334097642150,0626,763,46368562264
caio.campos@bol.com.br,6ecef2,Caio,Campos,665823377,Coronel Silvana Olini Krajuska,445,Casa,Divinópolis,VISA teste,4532585733917310,0329,117,57111142003
alan.gomes@bol.com.br,95c8a6,Alan,Gomes,461816560,Marechal Sergipe,1779,Ap. 57,Curitibanos,VISA teste,4539111297159380,0524,138,57541875442
edson.harres@gmail.com,7fe35a,Edson,Harres,737760234,Coronel Amadeus Barreto Pera,1356,Casa,Monte Alegre do Sul,VISA teste,4716219073220470,0622,485,10828678563
marcus.campos@bol.com.br,c362f2,Marcus,Campos,754821215,Marechal Livia de Pera Ameixa,620,Casa,Santa Maria,VISA teste,4532374936329500,0226,872,16216658418
sílvio.vicente@bol.com.br,5e900c,Sílvio,Vicente,750872280,Presidente Eduardo Pera Strozzi,1313,Casa,Belo Horizonte,VISA teste,4929093070099280,1122,234,80536240346
sílvio.queiroz@bol.com.br,f39cfd,Sílvio,Queiroz,786318280,Coronel Sergipe,1238,Ap. 162,Porto Seguro,VISA teste,4716311022329980,0627,374,00788311751
renan.kniss@gmail.com,ac89b1,Renan,Kniss,633803348,Marechal Ada Olini Dencker,997,Casa,Campo Grande,VISA teste,4556158370053510,0823,624,41527121632
aline.franco@gmail.com,2af630,Aline,Franco,542783265,Marechal Natalie de Cremonezi Kniss,1114,Casa,Campo Grande,VISA teste,4024007124877120,0326,481,21513848207
luna.ameixa@bol.com.br,28cdb7,Luna,Ameixa,764802088,Presidente Alfredo Rodrigues Pereira,894,Casa,Florianópolis,VISA teste,4532858153910160,0325,357,30116504603
daniel.pera@outlook.com,95ba0d,Daniel,Pera,482483140,Marechal Santa Catarina,367,Ap. 176,Campo Largo,VISA teste,4024007189922990,0821,012,62130088558
laura.gil@outlook.com,22d66f,Laura,Gil,378526670,Coronel Marcus Moreira Handa,368,Ap. 162,Monte Alegre do Sul,VISA teste,4539042002196920,0425,040,57332083578
eloisa.pereira@gmail.com,e05818,Eloisa,Pereira,401257547,Coronel Amapá,1047,Ap. 95,Aracaju,VISA teste,4486883769928760,1222,155,05430077208
pedro.olini@outlook.com,168021,Pedro,Olini,767384302,Presidente Silvana Kniss Andrade,1404,Casa,Porto Seguro,VISA teste,4716744186895980,1029,451,00441443625
eloisa.dudeque@outlook.com,4a5484,Eloisa,Dudeque,150242606,Coronel Denise da Dencker Padovani,666,Ap. 122,Salvador,VISA teste,4716258777707210,1221,110,02237354787
luna.pera@outlook.com,df13f7,Luna,Pera,771283164,Marechal Fernando Barreto Andrade,567,Casa,Manaus,VISA teste,4024007112904760,1129,255,26387317033
josé.queiroz@bol.com.br,0a60b8,José,Queiroz,636044316,Marechal Espírito Santo,635,Ap. 140,Manaus,VISA teste,4556055988252690,0224,918,68670600263
ada.gallice@outlook.com,bbc9ad,Ada,Gallice,238784206,Presidente São Paulo,434,Ap. 178,Belém,VISA teste,4532097066077180,0924,922,27120560281
mariana.cremonezi@outlook.com,c4d812,Mariana,Cremonezi,262110305,Coronel Pedro Gallice Handa,38,Casa,Nova Serrana,VISA teste,4256503719089950,0821,747,71160503056
eduarda.gallice@outlook.com,4e7d45,Eduarda,Gallice,383743521,Presidente Rio de Janeiro,6,Casa,Campo Largo,VISA teste,4532293130553750,1022,466,61582184763
emerson.andrade@bol.com.br,609986,Emerson,Andrade,285551575,Marechal José Calopsita Pera,10,Ap. 96,Belém,VISA teste,4716153731585480,0021,336,14278267654
daniel.rodrigues@bol.com.br,7c2747,Daniel,Rodrigues,468783625,Marechal Júlia de Andrade Sousa,1378,Ap. 137,Santa Maria,VISA teste,4532171600219830,0921,029,03012285007
daniel.megumi@bol.com.br,2f2394,Daniel,Megumi,422327365,Coronel Antonio Strozzi Barreto,290,Casa,São Paulo,VISA teste,4556158690711090,0026,762,64552227547
júlia.iboshi@outlook.com,0d83b6,Júlia,Iboshi,172541447,Coronel Silvana da Meneghel Souza,870,Casa,Nova Serrana,VISA teste,4442990546536230,0624,256,61128843680
renan.souza@outlook.com,0c3d01,Renan,Souza,323822402,Presidente Alfredo Harres Shinohata,1446,Ap. 138,Porto Alegre,VISA teste,4486118855985410,0326,169,68246462328
laura.gallice@outlook.com,2fc3fa,Laura,Gallice,524241224,Coronel Paraná,1619,Casa,Campo Grande,VISA teste,4916033728622720,1121,436,18225223236
eduardo.dencker@bol.com.br,c948ad,Eduardo,Dencker,142243131,Marechal Pedro Strozzi Cremonezi,1503,Casa,Palotina,VISA teste,4716309902903150,1026,490,65641431150
elaini.shinohata@outlook.com,441097,Elaini,Shinohata,550447444,Presidente Eduardo Franco Gil,1321,Casa,Belo Horizonte,VISA teste,4652953704852240,0023,294,27111572343
marcos.barreto@gmail.com,a55868,Marcos,Barreto,387408101,Marechal Santa Catarina,733,Ap. 11,Curitibanos,VISA teste,4916790539111430,0825,280,87370171065
luiz.queiroz@gmail.com,b3fb7b,Luiz,Queiroz,162123403,Presidente Natalie Cremonezi Iboshi,154,Ap. 94,Manaus,VISA teste,4539958494667400,0123,930,48858358080
eduardo.andrade@bol.com.br,5677e1,Eduardo,Andrade,775166640,Marechal Silvana de Strozzi Kruger,1916,Casa,São Paulo,VISA teste,4532103883456820,0128,441,17740612221
emerson.lopes@outlook.com,aa40f0,Emerson,Lopes,318406860,Marechal Elaini da Cremonezi Strozzi,547,Ap. 61,Santa Maria,VISA teste,4539659265230330,0329,308,06157574154
edson.vicente@bol.com.br,57667f,Edson,Vicente,841846178,Presidente Isabella da Rodrigues Campos,1126,Ap. 26,Campo Largo,VISA teste,4556685938947460,0428,984,38103886004
alan.kniss@bol.com.br,1e266c,Alan,Kniss,268156672,Coronel Roberto Shinohata Vicente,317,Ap. 113,Monte Alegre do Sul,VISA teste,4486636420738140,0226,586,78211231753
thiago.dudeque@outlook.com,167ddd,Thiago,Dudeque,875460755,Presidente Edson Gallice Calopsita,619,Casa,Belém,VISA teste,4539746767933300,0422,437,16803801402
livia.yamada@outlook.com,74340f,Livia,Yamada,406542620,Marechal Fernando Moreira Pera,1632,Casa,Belo Horizonte,VISA teste,4929289876907180,0221,144,85122543048
eduardo.rodrigues@bol.com.br,01ff08,Eduardo,Rodrigues,173512627,Coronel Ada Franco Iboshi,989,Ap. 107,Maceió,VISA teste,4929549384403950,0123,644,88188774555
júlia.olini@bol.com.br,eddda8,Júlia,Olini,478404886,Presidente Ada Maruffa Pedri,178,Ap. 9,Monte Alegre do Sul,VISA teste,4716063040652330,0627,140,80677632326
caio.gomes@bol.com.br,245de5,Caio,Gomes,558800148,Presidente Sergipe,117,Casa,Belém,VISA teste,4556194032259820,0322,534,53258820161
isabella.calopsita@bol.com.br,41f34d,Isabella,Calopsita,222167147,Presidente Ada da Gallice Padovani,158,Casa,Florianópolis,VISA teste,4539986184638810,1229,662,24567667330
josé.calopsita@outlook.com,0c0513,José,Calopsita,182226772,Coronel Espírito Santo,1184,Casa,Rio de Janeiro,VISA teste,4929778057173830,0626,259,72181855184
silvana.olini@gmail.com,781b49,Silvana,Olini,581817281,Presidente Dante Souza Sousa,348,Ap. 78,Belém,VISA teste,4929068682923900,1128,983,66318437007
marcus.kawasaki@outlook.com,e8bd50,Marcus,Kawasaki,220885436,Presidente Júlia Yamada Cremonezi,779,Ap. 85,Monte Alegre do Sul,VISA teste,4716909320632930,0521,416,31152261017
ossian.souza@outlook.com,6ef7f3,Ossian,Souza,777874573,Marechal Silvana de Kniss Barreto,1074,Casa,Belo Horizonte,VISA teste,4024007100410350,0924,456,07105103014
sandra.krajuska@outlook.com,a4e2ca,Sandra,Krajuska,225053568,Presidente José da Franco Calopsita,1927,Casa,Salvador,VISA teste,4929871273072200,0325,954,61453565304
ada.lopes@gmail.com,6c8033,Ada,Lopes,761051187,Coronel Aline Iboshi Barreto,34,Ap. 29,Campo Grande,VISA teste,4024007166018530,0626,233,72043836483
ossian.gomes@outlook.com,4b1eaa,Ossian,Gomes,363755673,Coronel Alan Meneghel Kawasaki,1366,Casa,Nova Serrana,VISA teste,4716574673383770,1125,266,17858163435
daniel.gomes@outlook.com,b6ee30,Daniel,Gomes,272282456,Presidente Eduardo Kawasaki Starosta,1660,Ap. 200,Vitória,VISA teste,4556423786167660,0229,275,51688875451
